luma_mean,luma_mean>rolling_average,luma_mean>rolling_average>subtract,luma_mean>rolling_average>subtract>butter_lowpass_filter,luma_mean>rolling_average>subtract>butter_lowpass_filter>cut_start
-58.50980000,-58.64247419,0.13267419,0.29117718,0.29117718
-58.64500000,-58.63770645,-0.00729355,0.20845609,0.20845609
-58.65700000,-58.63229355,-0.02470645,0.10242561,0.10242561
-58.66670000,-58.62400000,-0.04270000,0.01423217,0.01423217
-58.60900000,-58.61496129,0.00596129,-0.03066936,-0.03066936
-58.71690000,-58.59862903,-0.11827097,-0.04749631,-0.04749631
-58.72740000,-58.58454194,-0.14285806,-0.07262557,-0.07262557
-58.78320000,-58.57327097,-0.20992903,-0.11551569,-0.11551569
-58.74990000,-58.56765484,-0.18224516,-0.15953673,-0.15953673
-58.76500000,-58.56274194,-0.20225806,-0.18825321,-0.18825321
-58.71950000,-58.56409032,-0.15540968,-0.19601000,-0.19601000
-58.73010000,-58.57201935,-0.15808065,-0.18618107,-0.18618107
-58.68080000,-58.58195484,-0.09884516,-0.16422041,-0.16422041
-58.74130000,-58.59252581,-0.14877419,-0.14086882,-0.14086882
-58.71850000,-58.60079355,-0.11770645,-0.12825044,-0.12825044
-58.72340000,-58.60749032,-0.11590968,-0.12292585,-0.12292585
-58.59140000,-58.61005161,0.01865161,-0.10382807,-0.10382807
-58.63780000,-58.60704516,-0.03075484,-0.06470790,-0.06470790
-58.56950000,-58.60411935,0.03461935,-0.02536301,-0.02536301
-58.51280000,-58.60114516,0.08834516,0.01163212,0.01163212
-58.26120000,-58.59948710,0.33828710,0.07769631,0.07769631
-58.32010000,-58.59409355,0.27399355,0.17720984,0.17720984
-58.31020000,-58.58865161,0.27845161,0.25760428,0.25760428
-58.42440000,-58.58172581,0.15732581,0.27803591,0.27803591
-58.40930000,-58.57558387,0.16628387,0.24613584,0.24613584
-58.60200000,-58.56832258,-0.03367742,0.17891726,0.17891726
-58.61700000,-58.56288065,-0.05411935,0.08525524,0.08525524
-58.63980000,-58.55785161,-0.08194839,-0.00513969,-0.00513969
-58.58790000,-58.55137742,-0.03652258,-0.05863250,-0.05863250
-58.61230000,-58.53968710,-0.07261290,-0.07452115,-0.07452115
-58.59300000,-58.52821613,-0.06478387,-0.07387276,-0.07387276
-58.58920000,-58.51958710,-0.06961290,-0.07110114,-0.07110114
-58.55180000,-58.51511290,-0.03668710,-0.06549900,-0.06549900
-58.56630000,-58.50961935,-0.05668065,-0.05699706,-0.05699706
-58.57450000,-58.51007419,-0.06442581,-0.05288688,-0.05288688
-58.55760000,-58.51453548,-0.04306452,-0.05345731,-0.05345731
-58.54970000,-58.52719355,-0.02250645,-0.04921357,-0.04921357
-58.55870000,-58.53737742,-0.02132258,-0.03840932,-0.03840932
-58.56850000,-58.54790645,-0.02059355,-0.02768582,-0.02768582
-58.55950000,-58.55592581,-0.00357419,-0.01950696,-0.01950696
-58.53990000,-58.56321935,0.02331935,-0.00898054,-0.00898054
-58.55080000,-58.56460323,0.01380323,0.00435664,0.00435664
-58.57420000,-58.56635161,-0.00784839,0.01128708,0.01128708
-58.48010000,-58.56853226,0.08843226,0.01793155,0.01793155
-58.37890000,-58.57191290,0.19301290,0.05148098,0.05148098
-58.36290000,-58.57441290,0.21151290,0.11397675,0.11397675
-58.45590000,-58.57688065,0.12098065,0.16390262,0.16390262
-58.45270000,-58.57961935,0.12691935,0.17127550,0.17127550
-58.46750000,-58.58239032,0.11489032,0.15237911,0.15237911
-58.58360000,-58.58462258,0.00102258,0.11919480,0.11919480
-58.65110000,-58.58393548,-0.06716452,0.06256452,0.06256452
-58.65360000,-58.58335806,-0.07024194,-0.00426506,-0.00426506
-58.63580000,-58.57755161,-0.05824839,-0.05203878,-0.05203878
-58.63660000,-58.57239032,-0.06420968,-0.07154011,-0.07154011
-58.67300000,-58.56897097,-0.10402903,-0.07809816,-0.07809816
-58.63540000,-58.56728710,-0.06811290,-0.08317333,-0.08317333
-58.64490000,-58.56580645,-0.07909355,-0.08330479,-0.08330479
-58.67120000,-58.56983548,-0.10136452,-0.08274330,-0.08274330
-58.70740000,-58.57460968,-0.13279032,-0.09163915,-0.09163915
-58.69270000,-58.58268710,-0.11001290,-0.10637905,-0.10637905
-58.68980000,-58.59273871,-0.09706129,-0.11360596,-0.11360596
-58.66950000,-58.60435161,-0.06514839,-0.10662076,-0.10662076
-58.67410000,-58.61253871,-0.06156129,-0.08952951,-0.08952951
-58.63770000,-58.62056774,-0.01713226,-0.06765157,-0.06765157
-58.63550000,-58.62659355,-0.00890645,-0.04285760,-0.04285760
-58.55320000,-58.62872258,0.07552258,-0.01215347,-0.01215347
-58.53970000,-58.62899032,0.08929032,0.02776730,0.02776730
-58.36970000,-58.62930968,0.25960968,0.08385075,0.08385075
-58.39870000,-58.62962258,0.23092258,0.15595677,0.15595677
-58.46250000,-58.63021290,0.16771290,0.20716161,0.20716161
-58.50730000,-58.62996774,0.12266774,0.20794686,0.20794686
-58.49400000,-58.63095484,0.13695484,0.17763234,0.17763234
-58.67570000,-58.63046774,-0.04523226,0.12925009,0.12925009
-58.72220000,-58.62793871,-0.09426129,0.05295228,0.05295228
-58.73050000,-58.62491613,-0.10558387,-0.03055151,-0.03055151
-58.69050000,-58.61760323,-0.07289677,-0.08430177,-0.08430177
-58.72290000,-58.60356129,-0.11933871,-0.10465531,-0.10465531
-58.70970000,-58.59266452,-0.11703548,-0.11206972,-0.11206972
-58.70160000,-58.58189355,-0.11970645,-0.11706958,-0.11706958
-58.65430000,-58.57527097,-0.07902903,-0.11506767,-0.11506767
-58.64960000,-58.56771613,-0.08188387,-0.10353272,-0.10353272
-58.65940000,-58.57168065,-0.08771935,-0.09087685,-0.09087685
-58.66350000,-58.57628710,-0.08721290,-0.08488265,-0.08488265
-58.64550000,-58.58724516,-0.05825484,-0.08094343,-0.08094343
-58.65490000,-58.59500968,-0.05989032,-0.07319381,-0.07319381
-58.66540000,-58.60212581,-0.06327419,-0.06520190,-0.06520190
-58.66600000,-58.60680000,-0.05920000,-0.06107091,-0.06107091
-58.62980000,-58.61210645,-0.01769355,-0.05491491,-0.05491491
-58.59280000,-58.60906129,0.01626129,-0.03767273,-0.03767273
-58.61370000,-58.60597419,-0.00772581,-0.01519700,-0.01519700
-58.46600000,-58.60055806,0.13455806,0.01306690,0.01306690
-58.25450000,-58.59669677,0.34219677,0.08164786,0.08164786
-58.33170000,-58.59059355,0.25889355,0.18445223,0.18445223
-58.34020000,-58.58593226,0.24573226,0.25632919,0.25632919
-58.43240000,-58.58095161,0.14855161,0.26497874,0.26497874
-58.40130000,-58.57775161,0.17645161,0.23072905,0.23072905
-58.67610000,-58.57255484,-0.10354516,0.16313972,0.16313972
-58.68250000,-58.56885806,-0.11364194,0.05570015,0.05570015
-58.70940000,-58.56415806,-0.14524194,-0.05351088,-0.05351088
-58.63940000,-58.55970968,-0.07969032,-0.11673825,-0.11673825
-58.68310000,-58.54723548,-0.13586452,-0.13353562,-0.13353562
-58.65220000,-58.53623548,-0.11596452,-0.13152082,-0.13152082
-58.65850000,-58.52531613,-0.13318387,-0.12817143,-0.12817143
-58.58130000,-58.51659355,-0.06470645,-0.12001032,-0.12001032
-58.62650000,-58.50815161,-0.11834839,-0.10672500,-0.10672500
-58.56260000,-58.50588065,-0.05671935,-0.09513373,-0.09513373
-58.57080000,-58.51033226,-0.06046774,-0.08195440,-0.08195440
-58.53370000,-58.52166452,-0.01203548,-0.06287528,-0.06287528
-58.56520000,-58.52909355,-0.03610645,-0.04274953,-0.04274953
-58.54720000,-58.53785161,-0.00934839,-0.02809523,-0.02809523
-58.55510000,-58.54328065,-0.01181935,-0.01857448,-0.01857448
-58.48850000,-58.54942903,0.06092903,-0.00452530,-0.00452530
-58.54480000,-58.54521290,0.00041290,0.01378606,0.01378606
-58.51780000,-58.54173548,0.02393548,0.02279465,0.02279465
-58.50760000,-58.53742581,0.02982581,0.02417957,0.02417957
-58.26820000,-58.53496452,0.26676452,0.05211625,0.05211625
-58.32440000,-58.53037419,0.20597419,0.12163051,0.12163051
-58.32750000,-58.52965161,0.20215161,0.18601908,0.18601908
-58.35940000,-58.52998710,0.17058710,0.21003740,0.21003740
-58.33110000,-58.53277742,0.20167742,0.20719016,0.20719016
-58.54330000,-58.53297742,-0.01032258,0.17755061,0.17755061
-58.60400000,-58.53565806,-0.06834194,0.10353226,0.10353226
